"Index","Nearby"
2016-05-05,82.325
2016-05-06,81.275
2016-05-09,80.15
2016-05-10,80.8
2016-05-11,82.825
2016-05-12,83
2016-05-13,81.95
2016-05-16,83.025
2016-05-17,82.75
2016-05-18,81.225
2016-05-19,80.425
2016-05-20,79.85
2016-05-23,79.075
2016-05-24,79.375
2016-05-25,79.825
2016-05-26,81.275
2016-05-27,81.075
2016-05-31,81.45
2016-06-01,82.8
2016-06-02,84.45
2016-06-03,85.975
2016-06-06,86.8
2016-06-07,86.275
2016-06-08,87.025
2016-06-09,86.025
2016-06-10,86.625
2016-06-13,87.825
2016-06-14,89.325
2016-06-15,88.8
2016-06-16,89.5
2016-06-17,89.175
2016-06-20,88.95
2016-06-21,88.475
2016-06-22,85.85
2016-06-23,85.45
2016-06-24,84.975
2016-06-27,83.5
2016-06-28,83.975
2016-06-29,83.325
2016-06-30,83.275
2016-07-01,83.95
2016-07-05,83.25
2016-07-06,80.625
2016-07-07,80.125
2016-07-08,78.825
2016-07-11,78.35
2016-07-12,79.175
2016-07-13,79.2
2016-07-14,78.6
2016-07-15,77.925
2016-07-18,65.375
2016-07-19,64.3
2016-07-20,63.875
2016-07-21,62.275
2016-07-22,63.9
2016-07-25,64.35
2016-07-26,63.625
2016-07-27,61.05
2016-07-28,59.2
2016-07-29,59.05
2016-08-01,60.6
2016-08-02,60.525
2016-08-03,59.5
2016-08-04,58.5
2016-08-05,58.3
2016-08-08,58.85
2016-08-09,58.2
2016-08-10,58.975
2016-08-11,58.425
2016-08-12,60
2016-08-15,62.5
2016-08-16,59.85
2016-08-17,61
2016-08-18,60.7
2016-08-19,61.925
2016-08-22,61.15
2016-08-23,60.525
2016-08-24,60.325
2016-08-25,58.7
2016-08-26,61.325
2016-08-29,61.375
2016-08-30,62.05
2016-08-31,62.85
2016-09-01,63.325
2016-09-02,60.75
2016-09-06,58.925
2016-09-07,60.875
2016-09-08,61
2016-09-09,59.225
2016-09-12,59.425
2016-09-13,56.75
2016-09-14,54.925
2016-09-15,55.15
2016-09-16,55.475
2016-09-19,48.175
2016-09-20,49.075
2016-09-21,48.25
2016-09-22,48.6
2016-09-23,48.9
2016-09-26,48.6
2016-09-27,46.45
2016-09-28,46.7
2016-09-29,46.975
2016-09-30,43.975
2016-10-03,44.175
2016-10-04,43.5
2016-10-05,41.45
2016-10-06,43.175
2016-10-07,42.6
2016-10-10,42.375
2016-10-11,42.775
2016-10-12,44.05
2016-10-13,44.175
2016-10-14,42.225
2016-10-17,41.6
2016-10-18,41.125
2016-10-19,41.175
2016-10-20,41.1
2016-10-21,41.85
2016-10-24,43.2
2016-10-25,44.625
2016-10-26,44.2
2016-10-27,45.375
2016-10-28,46.8
2016-10-31,47.95
2016-11-01,46.45
2016-11-02,47.825
2016-11-03,47
2016-11-04,46.15
2016-11-07,47.1
2016-11-08,46.975
2016-11-09,46.55
2016-11-10,47.375
2016-11-11,47.125
2016-11-14,46.9
2016-11-15,46.125
2016-11-16,48.025
2016-11-17,47.45
2016-11-18,47.8
2016-11-21,56.375
2016-11-22,55.55
2016-11-23,55.55
2016-11-25,56.75
2016-11-28,55.825
2016-11-29,54.7
2016-11-30,55.225
2016-12-01,54.075
2016-12-02,54.025
2016-12-05,54.8
2016-12-06,57.475
2016-12-07,59.75
2016-12-08,60.825
2016-12-09,61.55
2016-12-12,62.175
2016-12-13,61.75
2016-12-14,61.775
2016-12-15,62.4
2016-12-16,64.7
2016-12-19,66.1
2016-12-20,64
2016-12-21,64.9
2016-12-22,64.725
2016-12-23,63.2
2016-12-27,64.75
2016-12-28,65.1
2016-12-29,64.65
2016-12-30,66.15
2017-01-03,63.5
2017-01-04,64.6
2017-01-05,64.875
2017-01-06,63.975
2017-01-09,63.75
2017-01-10,65.05
2017-01-11,65.6
2017-01-12,65.95
2017-01-13,65.6
2017-01-17,65.8
2017-01-18,65.2
2017-01-19,65.425
2017-01-20,68.475
2017-01-23,67.775
2017-01-24,67.625
2017-01-25,70.15
2017-01-26,67.225
2017-01-27,68.3
2017-01-30,68.225
2017-01-31,69.25
2017-02-01,69.1
2017-02-02,69.575
2017-02-03,70.25
2017-02-06,71.225
2017-02-07,72.175
2017-02-08,71.725
2017-02-09,70.775
2017-02-10,71.075
2017-02-13,69.7
2017-02-14,71.3
2017-02-15,70.775
2017-02-16,69.825
2017-02-17,70.775
2017-02-21,70.35
2017-02-22,67.75
2017-02-23,66.575
2017-02-24,68.025
2017-02-27,68.125
2017-02-28,67.6
2017-03-01,68.425
2017-03-02,68.275
2017-03-03,66.75
2017-03-06,67.175
2017-03-07,68.05
2017-03-08,68.425
2017-03-09,68.075
2017-03-10,68.175
2017-03-13,70.225
2017-03-14,70.825
2017-03-15,70.075
2017-03-16,69.9
2017-03-17,69.05
2017-03-20,68.65
2017-03-21,68
2017-03-22,75.75
2017-03-23,77.6
2017-03-24,75.75
2017-03-27,73.525
2017-03-28,72.45
2017-03-29,72.75
2017-03-30,74.25
2017-03-31,73.85
2017-04-03,72.65
2017-04-04,71.975
2017-04-05,72.025
2017-04-06,73.7
2017-04-07,72.775
2017-04-10,73.275
2017-04-11,74
2017-04-12,72.275
2017-04-13,72.5
2017-04-17,72.35
2017-04-18,71.5
2017-04-19,69.95
2017-04-20,68.675
2017-04-21,68.325
2017-04-24,69.525
2017-04-25,71.825
2017-04-26,70.75
2017-04-27,72.825
2017-04-28,74
2017-05-01,73.275
2017-05-02,74.15
2017-05-03,75.55
2017-05-04,76.475
2017-05-05,76.325
2017-05-08,77.375
2017-05-09,77.375
2017-05-10,77.2
2017-05-11,77.05
2017-05-12,77.95
2017-05-15,77.25
2017-05-16,78.725
2017-05-17,78.9
2017-05-18,79.275
2017-05-19,80.175
2017-05-22,80.05
2017-05-23,80.025
2017-05-24,79.85
2017-05-25,80.575
2017-05-26,81.9
2017-05-30,81
2017-05-31,83.025
2017-06-01,82.125
2017-06-02,81.975
2017-06-05,80.425
2017-06-06,81.375
2017-06-07,81.075
2017-06-08,81.675
2017-06-09,82.7
2017-06-12,80
2017-06-13,82.275
2017-06-14,82.575
2017-06-15,78.925
2017-06-16,79.125
2017-06-19,81.475
2017-06-20,81.65
2017-06-21,82.225
2017-06-22,79.875
2017-06-23,78.65
2017-06-26,78.675
2017-06-27,78.55
2017-06-28,79.475
2017-06-29,80.75
2017-06-30,83.75
2017-07-03,84.4
2017-07-05,84.575
2017-07-06,82.65
2017-07-07,83.225
2017-07-10,82
2017-07-11,82.25
2017-07-12,82.625
2017-07-13,82.525
2017-07-14,79.9
2017-07-17,80.775
2017-07-18,80.5
2017-07-19,68.8
2017-07-20,67.85
2017-07-21,67.225
2017-07-24,66.45
2017-07-25,66.85
2017-07-26,67.65
2017-07-27,67.675
2017-07-28,66.5
2017-07-31,66.025
2017-08-01,64.4
2017-08-02,66.225
2017-08-03,65.5
2017-08-04,66.775
2017-08-07,68.125
2017-08-08,67.75
2017-08-09,68.25
2017-08-10,67.975
2017-08-11,68.625
2017-08-14,69.175
2017-08-15,70.525
2017-08-16,68.775
2017-08-17,66.925
2017-08-18,66.125
2017-08-21,64.675
2017-08-22,63.875
2017-08-23,63.55
2017-08-24,63.775
2017-08-25,63.075
2017-08-28,61.625
2017-08-29,60.225
2017-08-30,61.35
2017-08-31,61.4
2017-09-01,61.45
2017-09-05,63.75
2017-09-06,63.55
2017-09-07,61.45
2017-09-08,62.15
2017-09-11,61.575
2017-09-12,59.45
2017-09-13,59.575
2017-09-14,59.025
2017-09-15,60.975
2017-09-18,60
2017-09-19,60.125
2017-09-20,58.65
2017-09-21,57.8
2017-09-22,56.625
2017-09-25,57.425
2017-09-26,58.1
2017-09-27,59.65
2017-09-28,58.275
2017-09-29,59.95
2017-10-02,61.975
2017-10-03,62.075
2017-10-04,61.9
2017-10-05,62.8
2017-10-06,60.925
2017-10-09,60.95
2017-10-10,61.55
2017-10-11,62.5
2017-10-12,61.625
2017-10-13,62.2
2017-10-16,63.7
2017-10-17,62.175
2017-10-18,63.75
2017-10-19,64.25
2017-10-20,64.85
2017-10-23,63.525
2017-10-24,64.025
2017-10-25,64.475
2017-10-26,65.05
2017-10-27,64.45
2017-10-30,65.175
2017-10-31,68
2017-11-01,66.6
2017-11-02,65.8
2017-11-03,65.1
2017-11-06,64.625
2017-11-07,63.925
2017-11-08,63.55
2017-11-09,63.175
2017-11-10,62.475
2017-11-13,62.3
2017-11-14,59.975
